company	title	job	detail_text	detail_img	detail	etc_info	company_info	url	deadline_date
㈜세인티	[신입/경력] Web 개발자 모집(스마트팩토리, AI 솔루션)	['Web', '개발자']	"




㈜세인티


[신입/경력] Web 개발자 모집(스마트팩토리, AI 솔루션)












포지션 및 자격요건







Web 개발자 ( ○명 ) 







담당업무
ㆍ스마트팩토리 및 AI 솔루션 관련 Web 개발 업무

자격요건
ㆍRDBMS(Postgresql, Mysql, Oracle 등) 활용 가능 인원
ㆍGit을 통한 형상 관리 경험

우대사항
ㆍIT 관련 학과 전공
ㆍJavascript/Typescript 사용 가능자ㆍReact, Vue.js 등 FE F/W에 대한 기본 이해ㆍJava(Spring) 사용 가능자ㆍAPI 설계 및 개발 경험ㆍ제조업 연관 프로젝트 경험ㆍCI/CD에 대한 이해 및 사용 경험ㆍ클라우드 환경(AWS, Azure 등)에서의 개발 경험



















전형절차
ㆍ서류전형 > 1차면접(영상면접) > 2차면접(대면면접) > 최종합격ㆍ근무지 : 서울 강서구 마곡중앙2로 11 M밸리 W TOWER Ⅲ // 경기도 남양주 다산지금로 163번길 6 한강프리미어갤러리
ㆍ면접일정은 추후 통보됩니다.













유의사항
ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.









"	['//file2.jobkorea.co.kr/Net/Mng/DownImage/CorpEditor?file_No=1692793']	모집분야   Web 개발자   모집인원   ○명   고용형태   정규직      ,    계약직   (정규직 전환 가능)   직급/직책   급여   회사 내규에 따름 (면접 후 결정)   근무시간   근무지주소   서울 강서구 마곡중앙2로 11 (마곡동, M밸리WTOWERIII) 204호   인근지하철   주5일(월~금)   09:00 ~ 18:00	신입·경력, 학력무관, 서울 강서구, 정규직 외, 사원급 외	{'basic_info': {'산업': '컴퓨터시스템 통합 자문 및 구축 서비스업', '사원수': '22명 | (2026.04.13)', '기업구분': '중소기업', '설립일': '2019.06.20 | (8년차)', '대표자': '황재하', '대졸초임': '2,559만원', '주요사업': '스마트시스템 구축,교육/기구 설계,가공,산업용장비 개발,무선통신장비 제조/통신공사,내부통신배선공사/무형재산권 임대', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': 'https://sainti.co.kr', '주소': '서울 강서구 마곡중앙2로 11 (마곡동, M밸리WTOWERIII) 203호'}, 'financial': {}, 'history': [{'year': '2025', 'month': '03', 'events': ['특허 등록(디지털 트윈을 위한 인터페이스 장치)']}, {'year': '2024', 'month': '11', 'events': ['벤처기업 인증서 재취득']}, {'year': '2024', 'month': '01', 'events': ['산업용 AI 플랫폼 런칭']}, {'year': '2023', 'month': '08', 'events': ['사명 변경(주식회사 스카다아이씨티 -> 주식회사 세인티)']}, {'year': '2023', 'month': '01', 'events': ['대기업 협업 프로젝트 진행']}, {'year': '2021', 'month': '06', 'events': ['현대오토에버 협력사 등록']}, {'year': '2021', 'month': '03', 'events': ['벤처기업 인증서 취득']}, {'year': '2021', 'month': '01', 'events': ['기업부설연구소 설립', 'H사 대구공장 모니터링 시스템 구축', 'H사 러시아공장 모니터링 시스템 구축', '기업부설연구소 등록', 'SM-Web Platform, SM-SCADA 출시', 'T 사 MES 시스템 구축']}, {'year': '2020', 'month': '10', 'events': ['Web Solution(SM-WebPlatform) 제품 런칭']}, {'year': '2020', 'month': '01', 'events': ['직접생산증명 (소프트웨어엔지니어링업, 경영정보시스템) 취득', 'Nectos(IoT Smart Gateway) 출시', '소프트웨어사업자 등록', 'DAServer 출시', 'G 사 실내 스마트팜 모니터링 시스템 구축']}, {'year': '2019', 'month': '06', 'events': ['(주)스카다아이씨티 법인전환 & 상호변경']}, {'year': '2019', 'month': '03', 'events': ['(주)롯데칠성 안성공장 SCADA 시스템 구축 계약', '빌딩오토매틱시스템 구축 분당선 지하철']}, {'year': '2019', 'month': '01', 'events': ['지솔루션스 빌딩제어사업 계약', 'L 사 안성공장 스마트팩토리 시스템 구축', 'H 사 인도공장 모니터링 시스템 구축', '주식회사 스카다아이씨티 법인전환 & 상호변경']}, {'year': '2018', 'month': '10', 'events': ['(주)롯데칠성 안성공장 스마트팩토리 PoC 구축']}, {'year': '2018', 'month': '08', 'events': ['한국기술교육대학교 신기술 연수(스마트팩토리 구축 과정)']}, {'year': '2018', 'month': '05', 'events': ['(주)자이솜 X-SCADA 총판 계약']}, {'year': '2018', 'month': '04', 'events': ['스카다시스템 설립']}], 'employment': {'recruitments': []}, 'benefits': {'연금·보험': ['국민연금', '고용보험', '산재보험', '건강보험'], '휴무·휴가·행사': ['자유로운 휴가문화'], '보상·수당·지원': ['우수사원 포상제도'], '사내시설': ['휴식공간', '탕비실'], '기타': ['상여금', '자유복장']}, 'location': {'address': '서울 강서구 마곡중앙2로 11 (마곡동, M밸리WTOWERIII) 203호', 'map_url': 'https://maps.naver.com/?mapMode=0&dlevel=12&pinTitle=%e3%88%9c%ec%84%b8%ec%9d%b8%ed%8b%b0&lat=37.558211331833&lng=126.828070414646'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49041103	2026.06.22(월)채용 시 마감
㈜오버데어코리아	[OVERDARE] 각 부문별 경력 인재 영입	['오버데어']	"
[OVERDARE] 전 직군 상시 채용



우리 OVERDARE를 소개합니다.
오버데어는 크래프톤의 자회사로 크래프톤 Project Migaloo에서 OVERDARE로 재탄생 되었습니다.
이 이름은 `무모하고 대담하다`라는 뜻의 영단어인 OVERDARE로, 발음이 비슷한 `저기 어딘가(Over there)`라는 뜻도 가지고 있습니다.
OVERDARE는 게임을 만드는 회사가 아닙니다. 게임을 만드는 방식 자체를 바꾸는 회사입니다.
우리가 만드는 것은 AI 기반 UGC 플랫폼입니다.
AI가 진입장벽을 허물면, 아이디어가 있는 누구나 게임을 만들고 바로 세상에 내놓을 수 있습니다.
더 많은 사람이 만들고, 더 많은 사람이 즐길 수 있도록. 창작과 플레이가 함께 살아 숨쉬는 생태계를 우리가 가장 먼저 설계하고 있습니다.
아직 아무도 가보지 않은 OVERDARE의 여정, 직접 확인해 보시겠어요?
 


모집 포지션
ㆍ 각 포지션의 지원하기 버튼을 클릭하시면 오버데어 채용 페이지에서 상세 내용 확인 및 지원이 가능합니다.



모집분야
함께 할 미션
지원하기





Unreal Engine Engineer


- 언리얼 엔진 5를 깊이 있게 탐구하며, 샌드박스·모바일 기반 멀티플랫폼과 저사양 지원 키워드에 맞춰 엔진을 커스터마이징 및 업그레이드 진행


지원하기



Unreal Gameplay Engineer


- 언리얼 엔진 5를 깊이 있게 탐구하며, 모바일 UGC 플랫폼에서 동작하는 액션/슈팅 게임 프레임워크 구성


지원하기



Senior DevOps Engineer- 서비스 로그 및 메트릭 모니터링 시스템 구축 및 고도화
- CI/CD 파이프라인 설계·운영·개선
- AI를 활용한 Cloud / Kubernetes 기반 서비스 운영 및 개선
- AI를 활용한 자동화 및 내부 개발 지원 툴 개발


지원하기



Data Analyst


- 서비스 전반의 데이터 분석을 수행하고, 이를 기반으로 비즈니스 인사이트 도출
- 데이터 로그를 설계·명세하며, 안정적인 데이터 수집 체계 구축
- 분석 목적에 맞는 데이터 마트 설계·구축, 원천 데이터 정제 및 가공
- ETL 파이프라인 전반 운영 및 개선
- Superset, Tableau 등 BI 도구를 활용한 대시보드 구축 및 운영
- 주요 지표 모니터링 및 다양한 조직과 협업하여 데이터 기반 의사결정 지원


지원하기



Product Designer


- 글로벌 게임 플랫폼의 End-to-End 제품 디자인 (플레이어/크리에이터 관점의 경험 설계)
- 디자인 시스템 구축 및 운영 (구축·배포·운영 전 과정을 개발자와 함께 관리)
- AI 도구 및 기술을 적극적으로 실무에 도입하여 디자인 생산성 극대화


지원하기



Senior Software Engineer(AI Agent)


- OVERDARE Studio 기반으로 UGC 게임을 제작하는 AI Agent 고도화
- 제품 혹은 조직에 존재하는 다양한 도메인의 기술문제를 주도적으로 해결


지원하기



Technical Product Manager (TPM)


- 크리에이터가 원하는 게임을 만들 수 있는 환경 구축
- 스튜디오 기능이 더 빠르고 안정적으로 크리에이터에게 닿을 수 있도록 기획 및 품질 관리
- AI와 사람이 함께 게임을 만드는 새로운 방식 탐구


지원하기



UGC Game Engineer


- OVERDARE Studio 기반으로 다양한 장르의 게임 개발, UGC·샌드박스 플랫폼에 적합한 플레이 경험 설계 및 구현
- 유저가 지속적으로 즐기고 참여할 수 있는 게임 구조와 콘텐츠 제작
- 내부 엔진 기반 UGC 게임 개발 및 엔진 기능 검토·테스트
- AI 및 크리에이터를 위한 코드 구성 및 배포


지원하기



Operations Intern(3개월)


- 글로벌 파트너사 대상 매출 정산 및 정기 보고 프로세스 참여
- 크리에이터 대상 정산 프로세스 및 관련 컴플라이언스 업무 경험
- 외부 벤더와의 계약 및 결제 프로세스 운영 참여
- 법인 운영에 필요한 행정 및 서류 관리 업무 수행* 해당 포지션은 3개월 인턴 포지션이며,    인턴 기간 종료 시 내부 평가를 통해 정규직 전환이 검토될 수 있습니다.


지원하기




전형절차
ㆍ서류전형 > 실무면접 > 최종면접 > 합격
ㆍ지원 포지션에 따라 채용 전형이 다르니 꼭 확인해주시기 바랍니다.


유의사항
ㆍ 허위사실이 발견될 경우 채용이 취소될 수 있습니다.
ㆍ 각 포지션의 상세 자격요건 및 우대사항은 오버데어 채용 페이지에서 확인 가능합니다.
 

 
자세한 내용은 아래 오버데어 채용 홈페이지에서 확인 가능합니다.
- 오버데어 채용 홈페이지: https://careers.overdare.com/
- 오버데어 공식 페이지: https://www.overdare.com/
- 크래프톤 소개 페이지: https://www.krafton.com/studios/overdare/
 
많은 관심 바랍니다.
 
 
 
 

 "	['//file2.jobkorea.co.kr/Net/Mng/DownImage/CorpEditor?file_No=1148797', 'https://file2.jobkorea.co.kr/Net/Mng/DownImage/CorpEditor?file_No=1148877']	모집분야   오버데어   모집인원   ○명   고용형태   정규직   (수습 3개월)   급여   회사 내규에 따름   근무시간   근무지주소   서울 강남구 압구정로 152 (신사동, 극동타워) 극동타워 9층   인근지하철   주5일(월~금)   10:00 ~ 19:00   탄력근무제	경력5년↑, 학력무관, 서울 강남구, 정규직	{'basic_info': {'산업': '기타 게임 소프트웨어 개발 및 공급업', '사원수': '101명 | (2025.12.31)', '기업구분': '중견기업', '설립일': '2023.12.07 | (4년차)', '자본금': '2억원 | (2025.12.31)', '매출액': '156억 9천만원 | (2025.12.31)', '대표자': '박형철', '주요사업': '게임소프트웨어 개발', '4대보험': '고용보험, 산재보험', '홈페이지': 'https://overdare.com/', '주소': '서울 강남구 압구정로 152 (신사동, 극동타워) 극동타워 9층', '계열사': '크래프톤그룹 (주)크래프톤 (주)넵튠 (주)플레이하드 (주)님블뉴런 (주)본엔젤스벤처파트너스 (주)팬텀 (주)엔크로키 (주)이케이게임즈 (주)블루홀스튜디오 프리티비지(주) 옴니크래프트랩스(주) (주)렐루게임즈 (주)플라이웨이게임즈 (주)인조이스튜디오 (주)나인비스튜디오 (주)룬샷게임즈 (주)올리브트리게임즈 (주)루도로보틱스코리아'}, 'financial': {'매출액': {'current_value': '156억 9천만원'}, '영업이익': {'current_value': '7억 5,455만원'}, '당기순이익': {'current_value': '3억 6,440만원'}, '산업 내 위치': {'current_value': None}, '기업등급': {'current_value': None}, '총자산 증가율': {'current_value': '96억 8백만원'}, '동종업계 순위': {'current_value': None}}, 'history': [], 'employment': {'recruitments': []}, 'benefits': {'연금·보험': ['국민연금', '고용보험', '산재보험', '건강보험', '퇴직연금'], '휴무·휴가·행사': ['주5일제', '연차제도', '정기휴가', '경조휴가', '반차제도', '리프레시 휴가', '포상휴가', '출산휴가', '육아휴직', '남성출산휴가', '보건휴가', '노동절 휴무', '워크샵/MT', '야유회', '가족 돌봄 정책', '공휴일 휴무', '사내 이벤트', '생일 이벤트', '자유로운 휴가문화', '주말 휴무'], '보상·수당·지원': ['스톡옵션', '퇴직금', '경조금', '사내대출', '장기근속 포상', '가족 의료비 지원', '임직원 교육비', '자기개발 지원', '장기근속수당', '명절선물/명절상여', '주차 지원', '야간교통비 지급', '각종 기념일 선물', '도서 구입비 지원', '헬스비', '복리후생 지원', '주거비 지원', '문화생활 지원', '가족 행사 지원', '마스크 지원', '비자 발급', '상여금', '장비 지원', '회식비 지원', '임신/출산 지원', '임직원몰', '추천비 지원'], '사내제도·성장': ['교육/세미나/스터디', '유연근무제', '임산부 근로시간 단축', '자율복장', '재택근무제', '주40시간'], '사내시설': ['카페테리아', '사내 어린이집', '주차장', '쾌적한 업무공간', '탕비실'], '편의·여가·건강': ['사내 동호회', '건강검진', '점심 식사 지원', '저녁 식사 지원', '휴양시설', '식사 지원', '가족 건강검진', '음료/간식 제공', '의료비']}, 'location': {'address': '서울 강남구 압구정로 152 (신사동, 극동타워) 극동타워 9층', 'map_url': 'https://maps.naver.com/?mapMode=0&dlevel=12&pinTitle=%e3%88%9c%ec%98%a4%eb%b2%84%eb%8d%b0%ec%96%b4%ec%bd%94%eb%a6%ac%ec%95%84&lat=37.5255727201784&lng=127.026078218286'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49038045	상시채용
㈜인피닉	[인피닉] AI연구소 AI Agent Engineer 채용 (병역특례우대)	['AI', 'agent']	     	['//file2.jobkorea.co.kr/Net/Mng/DownImage/CorpEditor?file_No=1749308']	모집분야   AI agent   모집인원   1명   고용형태   정규직      ,    계약직   (근무기간 2개월)   ,    병역특례   (전문연구요원)   직급/직책   급여   회사 내규에 따름 (면접 후 결정)   근무시간   근무지주소   서울 강남구 영동대로96길 20 (삼성동, 대화빌딩) 대화빌딩 2층   인근지하철   주5일(월~금)   09:30 ~ 17:30   탄력근무제	신입·경력2년↑, 대졸↑, 서울 강남구, 정규직 외, 사원급 외	{'basic_info': {'산업': '응용 소프트웨어 개발 및 공급업', '사원수': '373명 | (2026.02.28)', '기업구분': '중소기업', '설립일': '2005.03.07 | (22년차)', '자본금': '12억 2천만원 | (2025.12.31)', '매출액': '276억 4천만원 | (2025.12.31)', '대표자': '박준형/최철규', '대졸초임': '3,033만원', '주요사업': '소프트웨어 개발,자문,공급,유지보수/통신 판매/전자상거래/공학 연구개발', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': 'http://www.infiniq.co.kr', '주소': '서울 금천구 가산디지털1로 186  (가산동) 701호', '계열사': '인피닉그룹 (주)큐드'}, 'financial': {'매출액': {'current_value': '276억 4천만원'}, '영업이익': {'current_value': '-19억 2천만원'}, '당기순이익': {'current_value': '-26억 8백만원'}, '산업 내 위치': {'current_value': None}, '기업등급': {'current_value': None}, '총자산 증가율': {'current_value': '281억 4천만원'}, '동종업계 순위': {'current_value': None}}, 'history': [{'year': '2024', 'month': '11', 'events': ['대한민국 기술대상(인공지능플랫폼 에이아이 스튜디오)']}, {'year': '2023', 'month': '11', 'events': ['방산혁신기업 선정']}, {'year': '2022', 'month': '12', 'events': ['지식재산 경영인증 취득 및 2022년 총 37개 특허 등록']}, {'year': '2022', 'month': '11', 'events': ['4차 산업혁명 선도기업 부문 산업통상자원부장관상 표창', '산업통상부장관 표창, 국토교통 일취월장 성과공모전 우수상 수상']}, {'year': '2022', 'month': '10', 'events': ['22년 하반기 병역지정업체 선정']}, {'year': '2022', 'month': '09', 'events': ['과학기술정보통신부 2022 AI 기술상 수상', '과학기술정보통신부 2022 AI 기술상 수상']}, {'year': '2022', 'month': '06', 'events': ['과학기술정보통신부 미래유니콘 선정']}, {'year': '2022', 'month': '05', 'events': ['ICT미래 유니콘 육성기업 선정']}, {'year': '2022', 'month': '01', 'events': ['CES 2022 혁신상 수상(Software & Mobile App / Smart Cities 2개 부문)']}, {'year': '2021', 'month': '12', 'events': ['2021 대한민국 기업대상 기술혁신대상 수상', '데이터대상 과학기술정보통신부장관 표창', '2021년 총 50개 특허 등록', '과학기술정보통신부장관 표창', '이노비즈 중소벤처기업부장관 표창']}, {'year': '2021', 'month': '11', 'events': ['KOREA STARTUP 100 기업 선정', 'AI Top 100 선정']}, {'year': '2021', 'month': '10', 'events': ['기업부설연구소(AI Studio 인공지능 연구소) 등록']}, {'year': '2021', 'month': '07', 'events': ['ISO27701 인증 취득']}, {'year': '2021', 'month': '06', 'events': ['중소기업육성 국무총리 표창', '지능정보산업협회 회장상 수상']}, {'year': '2021', 'month': '03', 'events': ['모범납세자 표창']}, {'year': '2021', 'month': '01', 'events': ['하이서울기업 인증']}, {'year': '2020', 'month': '12', 'events': ['2020년 대한민국 기업대상 AI학습 데이터 부문 기술혁신대상 수상', '사회맞춤형 산학협력 선도전문대학 육성 및 발전에 따른 교육부장관 표창']}, {'year': '2020', 'month': '04', 'events': ['ISO27001 인증 취득']}, {'year': '2020', 'month': '03', 'events': ['소프트웨어 기업경쟁력 대상 임베디드/모바일 분야 최우수상 수상']}, {'year': '2019', 'month': '12', 'events': ['일자리창출 중소벤처기업부장관 표창']}, {'year': '2019', 'month': '05', 'events': ['AI Studio 자회사 설립']}, {'year': '2018', 'month': '07', 'events': ['인피닉 베트남 자회사 설립']}, {'year': '2017', 'month': '12', 'events': ['일자리창출지원 고용노동부장관 표창']}, {'year': '2017', 'month': '02', 'events': ['제16회 대한민국 SW기업 경쟁력 대상 일자리창출기여부문 대상 수상']}, {'year': '2016', 'month': '08', 'events': ['(주)큐드 자회사 설립']}, {'year': '2015', 'month': '05', 'events': ['남녀고용평등 대통령 표창']}, {'year': '2015', 'month': '04', 'events': ['남녀고용평등 우수기업 인증']}, {'year': '2014', 'month': '08', 'events': ['(사)함께하는 사랑밭과의 사회공헌 협약 체결']}, {'year': '2014', 'month': '05', 'events': ['제3회 가족친화경영대상 KBS 사장상 수상']}, {'year': '2013', 'month': '12', 'events': ['여성가족부 가족친화기업 인증 취득', '가족친화기업 여성가족부장관상 표창']}, {'year': '2009', 'month': '08', 'events': ['(주)인피닉으로 상호 변경']}, {'year': '2005', 'month': '03', 'events': ['(주)버그테스트 설립']}], 'employment': {'recruitments': []}, 'benefits': {'연금·보험': ['국민연금', '고용보험', '산재보험', '건강보험'], '휴무·휴가·행사': ['반차제도', '리프레시 휴가', '출산휴가', '육아휴직', '남성출산휴가', '반반차 제도', '자유로운 휴가문화'], '사내시설': ['쾌적한 업무공간', '탕비실'], '편의·여가·건강': ['건강검진', '점심 식사 지원']}, 'location': {'address': '서울 금천구 가산디지털1로 186  (가산동) 701호', 'map_url': 'https://maps.naver.com/?mapMode=0&dlevel=12&pinTitle=%e3%88%9c%ec%9d%b8%ed%94%bc%eb%8b%89&lat=37.4819167279862&lng=126.881590475914'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49035753	2026.06.21(일)채용 시 마감
플립온코리아	[플립온코리아] 이러닝 콘텐츠 기술 개발자	['이러닝', '콘텐츠', '기술', '개발자']	  	['//file2.jobkorea.co.kr/Net/Mng/DownImage/CorpEditor?file_No=1691572']	모집분야   이러닝 콘텐츠 기술 개발자   모집인원   ○명   고용형태   정규직   (수습 3개월)   급여   회사 내규에 따름 (면접 후 결정)   근무시간   근무지주소   서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워)    인근지하철   주5일(월~금)   09:30 ~ 17:30	경력3년↑, 대졸↑, 서울 영등포구, 정규직	{'basic_info': {'산업': '소프트웨어 개발 및 공급업', '사원수': '35명 | ', '기업구분': '중소기업', '설립일': '2017.07.07 | (10년차)', '자본금': '1억 5,000만원 | (2025.12.31)', '매출액': '53억 5천만원 | (2025.12.31)', '대표자': '신현수', '주요사업': '소프트웨어 개발,공급,교육학술 연구,오프라인 교육,컨설팅,여행,공연기획/서적 출판,동영상 제작', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': 'http://www.flipon.co.kr', '주소': '서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워) 1503호'}, 'financial': {'매출액': {'current_value': '53억 5천만원'}, '영업이익': {'current_value': '4,811만원'}, '당기순이익': {'current_value': '5,979만원'}, '산업 내 위치': {'current_value': None}, '기업등급': {'current_value': None}, '총자산 증가율': {'current_value': '16억 8천만원'}}, 'history': [], 'employment': {'recruitments': []}, 'benefits': {'휴무·휴가·행사': ['연차제도', '정기휴가', '경조휴가', '리프레시 휴가', '남성출산휴가', '창립일 휴무'], '보상·수당·지원': ['퇴직금', '경조금', '장기근속 포상', '우수사원 포상제도', '임직원 교육비', '명절선물/명절상여', '성과급'], '사내시설': ['카페테리아'], '편의·여가·건강': ['점심 식사 지원']}, 'location': {'address': '서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워) 1503호', 'map_url': 'https://maps.naver.com/?mapMode=0&dlevel=12&pinTitle=%ed%94%8c%eb%a6%bd%ec%98%a8%ec%bd%94%eb%a6%ac%ec%95%84&lat=37.5268381671866&lng=126.904169369565'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49035309	2026.06.21(일)
㈜포밸류소프트	[금융권 프로젝트] 분석/설계/개발 개발자 채용	['금융권', '프로젝트', '개발자', '채용']	"




㈜포밸류소프트


[금융권 프로젝트] 분석/설계/개발 개발자 채용




㈜포밸류소프트는 2018년에 설립된 회사로 자본금 1억원, 매출액 67억 1천만원, 사원수 38명 규모의 고용노동부에서 선정한  강소기업입니다.  서울 강남구 논현로 524 (역삼동)에 위치하고 있으며, 정보처리,소프트웨어 개발,제공기술,마이테이터플랫폼,금융권소프트웨어 전문기업사업을 하고 있습니다.







포지션 및 자격요건







금융권 분석/설계(00명)



1. 금융 프로젝트 고급 개발자 채용주요 업무 : 금융권 SI프로젝트 수행- 금융권 SI 프로젝트 기술 리딩 및 실행- 시스템 구조 설계 및 기술 의사결정 주도- 프로젝트 내 기술 방향성 정의 및 코드 품질 관리 자격 요건 (Qualifications)- 관련 경력 7년 이상 (또는 이에 준하는 역량) - 금융권 프로젝트 또는 엔터프라이즈 시스템 구축 경험- 클라우드/온프레미스 환경에서의 배포 및 운영 경험- 기술적 문제를 비즈니스 관점에서 해결할 수 있는 역량- JAVA/Web 개발 우대 사항- 대규모 시스템 설계 및 성능 최적화 경험- 팀 리딩 또는 아키텍트 경험- 근무지: 서울 사당 또는 경기도 의왕시 



















혜택 및 복지 
ㆍ성장 지원 : 분야별 기술 관련 교육 지원 및 업무관련 기술 세미나 참여 적극 지원ㆍ보상 : 역량과 성과에 따른 인센티브






전형절차
ㆍ서류전형 > 1차면접 > 임원면접 > 최종합격ㆍ면접일정은 추후 통보됩니다.유의사항ㆍ지원하고자 하는 분야 기재 필수ㆍ허위사실이 발견될 경우 채용이 취소될 수 있습니다.






"	[]	모집분야   금융권 프로젝트 개발자 채용   모집인원   ○명   고용형태   정규직      직급/직책   급여   연봉 4,000만원 이상 (면접 후 결정)   근무시간   근무지주소   서울 강남구 논현로 524 (역삼동) 청파빌딩 4층   인근지하철   주5일(월~금)   10:00 ~ 19:00   탄력근무제	경력7년↑, 학력무관, 서울 강남구, 정규직, 4,000만원 이상, 주임~대리급 외	{'basic_info': {'산업': 'IT컨설팅', '사원수': '38명 | ', '기업구분': '벤처기업', '설립일': '2018.07.31 | (9년차)', '자본금': '1억원 | ', '매출액': '67억 1천만원 | ', '대표자': '김준영', '주요사업': '정보처리,소프트웨어 개발,제공기술,마이테이터플랫폼,금융권소프트웨어 전문기업', '4대보험': '국민연금, 건강보험, 고용보험, 산재보험', '홈페이지': 'https://4valuesoft.com', '주소': '서울 강남구 논현로 524 (역삼동) 청파빌딩 4층'}, 'financial': {'매출액': {'current_value': '67억 1천만원'}, '영업이익': {'current_value': '10억 8천만원'}, '당기순이익': {'current_value': '9억 9,811만원'}, '기업등급': {'current_value': None}}, 'history': [], 'employment': {'recruitments': []}, 'benefits': {'연금·보험': ['국민연금', '고용보험', '산재보험', '건강보험'], '휴무·휴가·행사': ['주5일제', '연차제도', '월차제도', '정기휴가', '경조휴가', '반차제도', '포상휴가'], '보상·수당·지원': ['퇴직금'], '편의·여가·건강': ['건강검진']}, 'location': {'address': '서울 강남구 논현로 524 (역삼동) 청파빌딩 4층', 'map_url': 'https://maps.naver.com/?mapMode=0&dlevel=12&pinTitle=%e3%88%9c%ed%8f%ac%eb%b0%b8%eb%a5%98%ec%86%8c%ed%94%84%ed%8a%b8&lat=37.5033269736958&lng=127.036116553753'}}	https://www.jobkorea.co.kr/Recruit/GI_Read_Comt_Ifrm?Gno=49032336	상시채용
